2020-06-28 01:14:10 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (12, 1438) for path existence...
2020-06-29 09:10:03 [INFO ]: smile.clustering.KMeans - Distortion after   6 iterations: 3075672.0368
2020-06-29 09:10:03 [INFO ]: smile.clustering.KMeans - Distortion after   7 iterations: 3055106.3886
2020-06-29 09:10:03 [INFO ]: smile.clustering.KMeans - Distortion after   8 iterations: 3047001.5211
2020-06-29 09:10:03 [INFO ]: smile.clustering.KMeans - Distortion after   9 iterations: 3043441.9104
2020-06-29 09:10:03 [INFO ]: smile.clustering.KMeans - Distortion after  10 iterations: 3036378.8387
2020-06-29 09:10:03 [INFO ]: smile.clustering.KMeans - Distortion after  11 iterations: 3033675.3031
2020-06-29 09:10:03 [INFO ]: smile.clustering.KMeans - Distortion after  12 iterations: 3025598.0309
2020-06-29 09:10:03 [INFO ]: smile.clustering.KMeans - Distortion after  13 iterations: 3022260.6888
2020-06-29 09:10:03 [INFO ]: smile.clustering.KMeans - Distortion after  14 iterations: 3017963.0423
2020-06-29 09:10:03 [INFO ]: smile.clustering.KMeans - Distortion after  15 iterations: 3013438.7384
2020-06-29 09:10:03 [INFO ]: smile.clustering.KMeans - Distortion after  16 iterations: 3011289.6081
2020-06-29 09:10:03 [INFO ]: smile.clustering.KMeans - Distortion after  17 iterations: 3008756.6280
2020-06-29 09:10:03 [INFO ]: smile.clustering.KMeans - Distortion after  18 iterations: 3005950.9524
2020-06-29 09:10:03 [INFO ]: smile.clustering.KMeans - Distortion after  19 iterations: 3003649.8482
2020-06-29 09:10:03 [INFO ]: smile.clustering.KMeans - Distortion after  20 iterations: 3002022.2332
2020-06-29 09:10:03 [INFO ]: smile.clustering.KMeans - Distortion after  21 iterations: 2997343.3641
2020-06-29 09:10:03 [INFO ]: smile.clustering.KMeans - Distortion after  22 iterations: 2992374.4928
2020-06-29 09:10:03 [INFO ]: smile.clustering.KMeans - Distortion after  23 iterations: 2989125.0821
2020-06-29 09:10:03 [INFO ]: smile.clustering.KMeans - Distortion after  24 iterations: 2981633.3077
2020-06-29 09:10:03 [INFO ]: smile.clustering.KMeans - Distortion after  25 iterations: 2976756.2462
2020-06-29 09:10:03 [INFO ]: smile.clustering.KMeans - Distortion after  26 iterations: 2970570.6669
2020-06-29 09:10:03 [INFO ]: smile.clustering.KMeans - Distortion after  27 iterations: 2965096.9251
2020-06-29 09:10:03 [INFO ]: smile.clustering.KMeans - Distortion after  28 iterations: 2962153.7237
2020-06-29 09:10:03 [INFO ]: smile.clustering.KMeans - Distortion after  29 iterations: 2960986.3654
2020-06-29 09:10:03 [INFO ]: smile.clustering.KMeans - Distortion after  30 iterations: 2960674.3827
2020-06-29 09:10:03 [INFO ]: smile.clustering.KMeans - Distortion after  31 iterations: 2960674.3827
2020-06-29 09:10:32 [INFO ]: smile.clustering.KMeans - Distortion after initialization: 8876056.0000
2020-06-29 09:10:32 [INFO ]: smile.clustering.KMeans - Distortion after   1 iterations: 5816702.5418
2020-06-29 09:10:32 [INFO ]: smile.clustering.KMeans - Distortion after   2 iterations: 5242117.9319
2020-06-29 09:10:32 [INFO ]: smile.clustering.KMeans - Distortion after   3 iterations: 5119492.5339
2020-06-29 09:10:32 [INFO ]: smile.clustering.KMeans - Distortion after   4 iterations: 5041757.8758
2020-06-29 09:10:32 [INFO ]: smile.clustering.KMeans - Distortion after   5 iterations: 4980874.3995
2020-06-29 09:10:32 [INFO ]: smile.clustering.KMeans - Distortion after   6 iterations: 4927747.2391
2020-06-29 09:10:32 [INFO ]: smile.clustering.KMeans - Distortion after   7 iterations: 4884062.5943
2020-06-29 09:10:32 [INFO ]: smile.clustering.KMeans - Distortion after   8 iterations: 4801512.1213
2020-06-29 09:10:32 [INFO ]: smile.clustering.KMeans - Distortion after   9 iterations: 4670126.0231
2020-06-29 09:10:32 [INFO ]: smile.clustering.KMeans - Distortion after  10 iterations: 4657014.0198
2020-06-29 09:10:32 [INFO ]: smile.clustering.KMeans - Distortion after  11 iterations: 4645879.0956
2020-06-29 09:10:32 [INFO ]: smile.clustering.KMeans - Distortion after  12 iterations: 4634198.8881
2020-06-29 09:10:32 [INFO ]: smile.clustering.KMeans - Distortion after  13 iterations: 4613732.7923
2020-06-29 09:10:32 [INFO ]: smile.clustering.KMeans - Distortion after  14 iterations: 4609739.5275
2020-06-29 09:10:32 [INFO ]: smile.clustering.KMeans - Distortion after  15 iterations: 4608723.7355
2020-06-29 09:10:32 [INFO ]: smile.clustering.KMeans - Distortion after  16 iterations: 4607184.8213
2020-06-29 09:10:32 [INFO ]: smile.clustering.KMeans - Distortion after  17 iterations: 4606061.2853
2020-06-29 09:10:32 [INFO ]: smile.clustering.KMeans - Distortion after  18 iterations: 4604396.7072
2020-06-29 09:10:32 [INFO ]: smile.clustering.KMeans - Distortion after  19 iterations: 4603218.6593
2020-06-29 09:10:32 [INFO ]: smile.clustering.KMeans - Distortion after  20 iterations: 4602884.4274
2020-06-29 09:10:32 [INFO ]: smile.clustering.KMeans - Distortion after  21 iterations: 4602884.4274
2020-06-29 09:10:35 [INFO ]: smile.clustering.KMeans - Distortion after initialization: 8334929.0000
2020-06-29 09:10:35 [INFO ]: smile.clustering.KMeans - Distortion after   1 iterations: 5628945.5629
2020-06-29 09:10:35 [INFO ]: smile.clustering.KMeans - Distortion after   2 iterations: 5226360.3878
2020-06-29 09:10:35 [INFO ]: smile.clustering.KMeans - Distortion after   3 iterations: 4977523.8476
2020-06-29 09:10:35 [INFO ]: smile.clustering.KMeans - Distortion after   4 iterations: 4756262.5889
2020-06-29 09:10:35 [INFO ]: smile.clustering.KMeans - Distortion after   5 iterations: 4683168.4437
2020-06-29 09:10:35 [INFO ]: smile.clustering.KMeans - Distortion after   6 iterations: 4556715.2006
2020-06-29 09:10:35 [INFO ]: smile.clustering.KMeans - Distortion after   7 iterations: 4522079.5262
2020-06-29 09:10:35 [INFO ]: smile.clustering.KMeans - Distortion after   8 iterations: 4500174.4509
2020-06-29 09:10:35 [INFO ]: smile.clustering.KMeans - Distortion after   9 iterations: 4481093.8265
2020-06-29 09:10:35 [INFO ]: smile.clustering.KMeans - Distortion after  10 iterations: 4475111.0690
2020-06-29 09:10:35 [INFO ]: smile.clustering.KMeans - Distortion after  11 iterations: 4473749.7738
2020-06-29 09:10:35 [INFO ]: smile.clustering.KMeans - Distortion after  12 iterations: 4473279.2906
2020-06-29 09:10:35 [INFO ]: smile.clustering.KMeans - Distortion after  13 iterations: 4473279.2906
2020-06-29 09:10:37 [INFO ]: smile.clustering.KMeans - Distortion after initialization: 6702368.0000
2020-06-29 09:10:37 [INFO ]: smile.clustering.KMeans - Distortion after   1 iterations: 5031332.0174
2020-06-29 09:10:37 [INFO ]: smile.clustering.KMeans - Distortion after   2 iterations: 4664550.8757
2020-06-29 09:10:37 [INFO ]: smile.clustering.KMeans - Distortion after   3 iterations: 4494349.8949
2020-06-29 09:10:37 [INFO ]: smile.clustering.KMeans - Distortion after   4 iterations: 4416733.4975
2020-06-29 09:10:37 [INFO ]: smile.clustering.KMeans - Distortion after   5 iterations: 4370784.2795
2020-06-29 09:10:37 [INFO ]: smile.clustering.KMeans - Distortion after   6 iterations: 4342219.3373
2020-06-29 09:10:37 [INFO ]: smile.clustering.KMeans - Distortion after   7 iterations: 4278992.1216
2020-06-29 09:10:37 [INFO ]: smile.clustering.KMeans - Distortion after   8 iterations: 4254934.0615
2020-06-29 09:10:37 [INFO ]: smile.clustering.KMeans - Distortion after   9 iterations: 4245482.8680
2020-06-29 09:10:37 [INFO ]: smile.clustering.KMeans - Distortion after  10 iterations: 4241466.6084
2020-06-29 09:10:37 [INFO ]: smile.clustering.KMeans - Distortion after  11 iterations: 4235602.5546
2020-06-29 09:10:37 [INFO ]: smile.clustering.KMeans - Distortion after  12 iterations: 4232674.5021
2020-06-29 09:10:37 [INFO ]: smile.clustering.KMeans - Distortion after  13 iterations: 4230527.5701
2020-06-29 09:10:37 [INFO ]: smile.clustering.KMeans - Distortion after  14 iterations: 4226968.3826
2020-06-29 09:10:37 [INFO ]: smile.clustering.KMeans - Distortion after  15 iterations: 4225077.5179
2020-06-29 09:10:37 [INFO ]: smile.clustering.KMeans - Distortion after  16 iterations: 4222623.1279
2020-06-29 09:10:37 [INFO ]: smile.clustering.KMeans - Distortion after  17 iterations: 4221538.5492
2020-06-29 09:10:37 [INFO ]: smile.clustering.KMeans - Distortion after  18 iterations: 4220964.4353
2020-06-29 09:10:37 [INFO ]: smile.clustering.KMeans - Distortion after  19 iterations: 4219745.4220
2020-06-29 09:10:37 [INFO ]: smile.clustering.KMeans - Distortion after  20 iterations: 4217117.2680
2020-06-29 09:10:37 [INFO ]: smile.clustering.KMeans - Distortion after  21 iterations: 4216839.8073
2020-06-29 09:10:37 [INFO ]: smile.clustering.KMeans - Distortion after  22 iterations: 4216803.6017
2020-06-29 09:10:37 [INFO ]: smile.clustering.KMeans - Distortion after  23 iterations: 4216803.6017
2020-06-29 09:10:39 [INFO ]: smile.clustering.KMeans - Distortion after initialization: 8938410.0000
2020-06-29 09:10:39 [INFO ]: smile.clustering.KMeans - Distortion after   1 iterations: 6233260.8085
2020-06-29 09:10:39 [INFO ]: smile.clustering.KMeans - Distortion after   2 iterations: 5728407.7252
2020-06-29 09:10:39 [INFO ]: smile.clustering.KMeans - Distortion after   3 iterations: 5404132.8271
2020-06-29 09:10:39 [INFO ]: smile.clustering.KMeans - Distortion after   4 iterations: 5330287.2026
2020-06-29 09:10:39 [INFO ]: smile.clustering.KMeans - Distortion after   5 iterations: 5182196.2036
2020-06-29 09:10:39 [INFO ]: smile.clustering.KMeans - Distortion after   6 iterations: 5117052.7732
2020-06-29 09:10:39 [INFO ]: smile.clustering.KMeans - Distortion after   7 iterations: 5099100.6389
2020-06-29 09:10:39 [INFO ]: smile.clustering.KMeans - Distortion after   8 iterations: 5083396.8299
2020-06-29 09:10:39 [INFO ]: smile.clustering.KMeans - Distortion after   9 iterations: 5067500.1197
2020-06-29 09:10:39 [INFO ]: smile.clustering.KMeans - Distortion after  10 iterations: 5049696.7658
2020-06-29 09:10:39 [INFO ]: smile.clustering.KMeans - Distortion after  11 iterations: 5025661.2256
2020-06-29 09:10:39 [INFO ]: smile.clustering.KMeans - Distortion after  12 iterations: 5005111.3264
2020-06-29 09:10:39 [INFO ]: smile.clustering.KMeans - Distortion after  13 iterations: 4977333.6516
2020-06-29 09:10:39 [INFO ]: smile.clustering.KMeans - Distortion after  14 iterations: 4898780.0661
2020-06-29 09:10:39 [INFO ]: smile.clustering.KMeans - Distortion after  15 iterations: 4883848.7233
2020-06-29 09:10:39 [INFO ]: smile.clustering.KMeans - Distortion after  16 iterations: 4877344.1648
2020-06-29 09:10:39 [INFO ]: smile.clustering.KMeans - Distortion after  17 iterations: 4874853.8953
2020-06-29 09:10:39 [INFO ]: smile.clustering.KMeans - Distortion after  18 iterations: 4872656.5644
2020-06-29 09:10:39 [INFO ]: smile.clustering.KMeans - Distortion after  19 iterations: 4872426.2306
2020-06-29 09:10:39 [INFO ]: smile.clustering.KMeans - Distortion after  20 iterations: 4872426.2306
2020-06-29 09:10:42 [INFO ]: smile.clustering.KMeans - Distortion after initialization: 8978988.0000
2020-06-29 09:10:42 [INFO ]: smile.clustering.KMeans - Distortion after   1 iterations: 5465478.4237
2020-06-29 09:10:42 [INFO ]: smile.clustering.KMeans - Distortion after   2 iterations: 5269179.9083
2020-06-29 09:10:42 [INFO ]: smile.clustering.KMeans - Distortion after   3 iterations: 5151827.2975
2020-06-29 09:10:42 [INFO ]: smile.clustering.KMeans - Distortion after   4 iterations: 4988525.9149
2020-06-29 09:10:42 [INFO ]: smile.clustering.KMeans - Distortion after   5 iterations: 4873521.6802
2020-06-29 09:10:42 [INFO ]: smile.clustering.KMeans - Distortion after   6 iterations: 4786563.8891
2020-06-29 09:10:42 [INFO ]: smile.clustering.KMeans - Distortion after   7 iterations: 4618222.2697
2020-06-29 09:10:42 [INFO ]: smile.clustering.KMeans - Distortion after   8 iterations: 4513580.4289
2020-06-29 09:10:42 [INFO ]: smile.clustering.KMeans - Distortion after   9 iterations: 4499812.7080
2020-06-29 09:10:42 [INFO ]: smile.clustering.KMeans - Distortion after  10 iterations: 4490411.2349
2020-06-29 09:10:42 [INFO ]: smile.clustering.KMeans - Distortion after  11 iterations: 4487499.1993
2020-06-29 09:10:42 [INFO ]: smile.clustering.KMeans - Distortion after  12 iterations: 4486047.8812
2020-06-29 09:10:42 [INFO ]: smile.clustering.KMeans - Distortion after  13 iterations: 4485125.4304
2020-06-29 09:10:42 [INFO ]: smile.clustering.KMeans - Distortion after  14 iterations: 4484535.7947
2020-06-29 09:10:42 [INFO ]: smile.clustering.KMeans - Distortion after  15 iterations: 4484535.7947
2020-06-29 09:10:45 [INFO ]: smile.clustering.KMeans - Distortion after initialization: 6674998.0000
2020-06-29 09:10:45 [INFO ]: smile.clustering.KMeans - Distortion after   1 iterations: 4808157.6073
2020-06-29 09:10:45 [INFO ]: smile.clustering.KMeans - Distortion after   2 iterations: 4593464.4180
2020-06-29 09:10:45 [INFO ]: smile.clustering.KMeans - Distortion after   3 iterations: 4546588.1379
2020-06-29 09:10:45 [INFO ]: smile.clustering.KMeans - Distortion after   4 iterations: 4524544.2144
2020-06-29 09:10:45 [INFO ]: smile.clustering.KMeans - Distortion after   5 iterations: 4505906.3546
2020-06-29 09:10:45 [INFO ]: smile.clustering.KMeans - Distortion after   6 iterations: 4497515.4193
2020-06-29 09:10:45 [INFO ]: smile.clustering.KMeans - Distortion after   7 iterations: 4494713.3445
2020-06-29 09:10:45 [INFO ]: smile.clustering.KMeans - Distortion after   8 iterations: 4487081.5878
2020-06-29 09:10:45 [INFO ]: smile.clustering.KMeans - Distortion after   9 iterations: 4474370.9097
2020-06-29 09:10:45 [INFO ]: smile.clustering.KMeans - Distortion after  10 iterations: 4463156.7112
2020-06-29 09:10:45 [INFO ]: smile.clustering.KMeans - Distortion after  11 iterations: 4450936.0580
2020-06-29 09:10:45 [INFO ]: smile.clustering.KMeans - Distortion after  12 iterations: 4429124.0560
2020-06-29 09:10:45 [INFO ]: smile.clustering.KMeans - Distortion after  13 iterations: 4405166.4043
2020-06-29 09:10:45 [INFO ]: smile.clustering.KMeans - Distortion after  14 iterations: 4393696.9150
2020-06-29 09:10:45 [INFO ]: smile.clustering.KMeans - Distortion after  15 iterations: 4392452.6425
2020-06-29 09:10:45 [INFO ]: smile.clustering.KMeans - Distortion after  16 iterations: 4392290.8971
2020-06-29 09:10:45 [INFO ]: smile.clustering.KMeans - Distortion after  17 iterations: 4392239.2729
2020-06-29 09:10:45 [INFO ]: smile.clustering.KMeans - Distortion after  18 iterations: 4392239.2729
2020-06-29 09:10:47 [INFO ]: smile.clustering.KMeans - Distortion after initialization: 7132676.0000
2020-06-29 09:10:47 [INFO ]: smile.clustering.KMeans - Distortion after   1 iterations: 5270928.9134
2020-06-29 09:10:47 [INFO ]: smile.clustering.KMeans - Distortion after   2 iterations: 4855568.4450
2020-06-29 09:10:47 [INFO ]: smile.clustering.KMeans - Distortion after   3 iterations: 4678699.8902
2020-06-29 09:10:47 [INFO ]: smile.clustering.KMeans - Distortion after   4 iterations: 4572843.2570
2020-06-29 09:10:47 [INFO ]: smile.clustering.KMeans - Distortion after   5 iterations: 4509116.6889
2020-06-29 09:10:47 [INFO ]: smile.clustering.KMeans - Distortion after   6 iterations: 4459303.7603
2020-06-29 09:10:47 [INFO ]: smile.clustering.KMeans - Distortion after   7 iterations: 4423404.3593
2020-06-29 09:10:47 [INFO ]: smile.clustering.KMeans - Distortion after   8 iterations: 4394758.4949
2020-06-29 09:10:47 [INFO ]: smile.clustering.KMeans - Distortion after   9 iterations: 4372514.0120
2020-06-29 09:10:47 [INFO ]: smile.clustering.KMeans - Distortion after  10 iterations: 4362376.8719
2020-06-29 09:10:47 [INFO ]: smile.clustering.KMeans - Distortion after  11 iterations: 4349221.3249
2020-06-29 09:10:47 [INFO ]: smile.clustering.KMeans - Distortion after  12 iterations: 4337557.0285
2020-06-29 09:10:47 [INFO ]: smile.clustering.KMeans - Distortion after  13 iterations: 4323403.2446
2020-06-29 09:10:47 [INFO ]: smile.clustering.KMeans - Distortion after  14 iterations: 4319541.6559
2020-06-29 09:10:47 [INFO ]: smile.clustering.KMeans - Distortion after  15 iterations: 4318087.2238
2020-06-29 09:10:47 [INFO ]: smile.clustering.KMeans - Distortion after  16 iterations: 4317223.5486
2020-06-29 09:10:47 [INFO ]: smile.clustering.KMeans - Distortion after  17 iterations: 4316675.9474
2020-06-29 09:10:47 [INFO ]: smile.clustering.KMeans - Distortion after  18 iterations: 4316069.1650
2020-06-29 09:10:47 [INFO ]: smile.clustering.KMeans - Distortion after  19 iterations: 4312870.4200
2020-06-29 09:10:47 [INFO ]: smile.clustering.KMeans - Distortion after  20 iterations: 4308743.9218
2020-06-29 09:10:47 [INFO ]: smile.clustering.KMeans - Distortion after  21 iterations: 4307807.3515
2020-06-29 09:10:47 [INFO ]: smile.clustering.KMeans - Distortion after  22 iterations: 4307500.4506
2020-06-29 09:10:47 [INFO ]: smile.clustering.KMeans - Distortion after  23 iterations: 4307453.8991
2020-06-29 09:10:47 [INFO ]: smile.clustering.KMeans - Distortion after  24 iterations: 4307453.8991
2020-06-29 09:10:50 [INFO ]: smile.clustering.KMeans - Distortion after initialization: 7084364.0000
2020-06-29 09:10:50 [INFO ]: smile.clustering.KMeans - Distortion after   1 iterations: 4964670.3914
2020-06-29 09:10:50 [INFO ]: smile.clustering.KMeans - Distortion after   2 iterations: 4770300.1771
2020-06-29 09:10:50 [INFO ]: smile.clustering.KMeans - Distortion after   3 iterations: 4688416.6720
2020-06-29 09:10:50 [INFO ]: smile.clustering.KMeans - Distortion after   4 iterations: 4664056.7828
2020-06-29 09:10:50 [INFO ]: smile.clustering.KMeans - Distortion after   5 iterations: 4626520.9923
2020-06-29 09:10:50 [INFO ]: smile.clustering.KMeans - Distortion after   6 iterations: 4549671.6061
2020-06-29 09:10:50 [INFO ]: smile.clustering.KMeans - Distortion after   7 iterations: 4513741.5181
2020-06-29 09:10:50 [INFO ]: smile.clustering.KMeans - Distortion after   8 iterations: 4482755.4533
2020-06-29 09:10:50 [INFO ]: smile.clustering.KMeans - Distortion after   9 iterations: 4450443.6188
2020-06-29 09:10:50 [INFO ]: smile.clustering.KMeans - Distortion after  10 iterations: 4399769.6674
2020-06-29 09:10:50 [INFO ]: smile.clustering.KMeans - Distortion after  11 iterations: 4385821.8554
2020-06-29 09:10:50 [INFO ]: smile.clustering.KMeans - Distortion after  12 iterations: 4377947.5588
2020-06-29 09:10:50 [INFO ]: smile.clustering.KMeans - Distortion after  13 iterations: 4376631.9851
2020-06-29 09:10:50 [INFO ]: smile.clustering.KMeans - Distortion after  14 iterations: 4376553.0059
2020-06-29 09:10:50 [INFO ]: smile.clustering.KMeans - Distortion after  15 iterations: 4376539.1449
2020-06-29 09:10:50 [INFO ]: smile.clustering.KMeans - Distortion after  16 iterations: 4376539.1449
2020-06-29 09:10:52 [INFO ]: smile.clustering.KMeans - Distortion after initialization: 7134275.0000
2020-06-29 09:10:52 [INFO ]: smile.clustering.KMeans - Distortion after   1 iterations: 5009789.1359
2020-06-29 09:10:52 [INFO ]: smile.clustering.KMeans - Distortion after   2 iterations: 4763338.4989
2020-06-29 09:10:52 [INFO ]: smile.clustering.KMeans - Distortion after   3 iterations: 4628884.3943
2020-06-29 09:10:52 [INFO ]: smile.clustering.KMeans - Distortion after   4 iterations: 4557599.0819
2020-06-29 09:10:52 [INFO ]: smile.clustering.KMeans - Distortion after   5 iterations: 4495277.3190
2020-06-29 09:10:52 [INFO ]: smile.clustering.KMeans - Distortion after   6 iterations: 4449068.3062
2020-06-29 09:10:52 [INFO ]: smile.clustering.KMeans - Distortion after   7 iterations: 4429150.0570
2020-06-29 09:10:52 [INFO ]: smile.clustering.KMeans - Distortion after   8 iterations: 4419604.7144
2020-06-29 09:10:52 [INFO ]: smile.clustering.KMeans - Distortion after   9 iterations: 4411273.2492
2020-06-29 09:10:52 [INFO ]: smile.clustering.KMeans - Distortion after  10 iterations: 4404233.7068
2020-06-29 09:10:52 [INFO ]: smile.clustering.KMeans - Distortion after  11 iterations: 4386703.0207
2020-06-29 09:10:52 [INFO ]: smile.clustering.KMeans - Distortion after  12 iterations: 4384213.6120
2020-06-29 09:10:52 [INFO ]: smile.clustering.KMeans - Distortion after  13 iterations: 4383809.8786
2020-06-29 09:10:52 [INFO ]: smile.clustering.KMeans - Distortion after  14 iterations: 4383617.4947
2020-06-29 09:10:52 [INFO ]: smile.clustering.KMeans - Distortion after  15 iterations: 4383552.3470
2020-06-29 09:10:52 [INFO ]: smile.clustering.KMeans - Distortion after  16 iterations: 4383552.3470
2020-06-30 04:24:18 [DEBUG]: tt.jointeuclid2ni.probleminstance.EarliestArrivalProblem - The environment consist of boundary and 0 obstacles, with total 4 corners.
2020-06-30 04:24:18 [INFO ]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - Constructing the grid-based roadmap. There is 5 points at deflated boundary, 0 points at inflated obstacles and 50 custom points. 
2020-06-30 04:24:18 [INFO ]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - Done... |V|=638 |E|=11618
2020-06-30 04:24:19 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - There is 50docks maintaining connectivity
2020-06-30 04:24:19 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 22) for path existence...
2020-06-30 04:24:19 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 141) for path existence...
2020-06-30 04:24:19 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 260) for path existence...
2020-06-30 04:24:19 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 379) for path existence...
2020-06-30 04:24:19 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 498) for path existence...
2020-06-30 04:24:19 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 617) for path existence...
2020-06-30 04:24:19 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 736) for path existence...
2020-06-30 04:24:19 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 855) for path existence...
2020-06-30 04:24:19 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 974) for path existence...
2020-06-30 04:24:19 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 1093) for path existence...
2020-06-30 04:24:19 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 1212) for path existence...
2020-06-30 04:24:19 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 1331) for path existence...
2020-06-30 04:24:19 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 1428) for path existence...
2020-06-30 04:24:19 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (22, 1428) for path existence...
2020-06-30 04:24:19 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (141, 1428) for path existence...
2020-06-30 04:24:19 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (260, 1428) for path existence...
2020-06-30 04:24:19 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (379, 1428) for path existence...
2020-06-30 04:24:19 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (498, 1428) for path existence...
2020-06-30 04:24:19 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (617, 1428) for path existence...
2020-06-30 04:24:19 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (736, 1428) for path existence...
2020-06-30 04:24:19 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (855, 1428) for path existence...
2020-06-30 04:24:19 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (974, 1428) for path existence...
2020-06-30 04:24:19 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1093, 1428) for path existence...
2020-06-30 04:24:19 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 1428) for path existence...
2020-06-30 04:24:19 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 1428) for path existence...
2020-06-30 04:24:19 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 1309) for path existence...
2020-06-30 04:24:20 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 1190) for path existence...
2020-06-30 04:24:20 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 1071) for path existence...
2020-06-30 04:24:20 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 952) for path existence...
2020-06-30 04:24:20 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 833) for path existence...
2020-06-30 04:24:20 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 714) for path existence...
2020-06-30 04:24:20 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 595) for path existence...
2020-06-30 04:24:20 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 476) for path existence...
2020-06-30 04:24:20 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 357) for path existence...
2020-06-30 04:24:20 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 238) for path existence...
2020-06-30 04:24:20 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 119) for path existence...
2020-06-30 04:24:20 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 22) for path existence...
2020-06-30 04:24:20 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1188, 22) for path existence...
2020-06-30 04:24:20 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (1069, 22) for path existence...
2020-06-30 04:24:20 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (950, 22) for path existence...
2020-06-30 04:24:20 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (831, 22) for path existence...
2020-06-30 04:24:20 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (712, 22) for path existence...
2020-06-30 04:24:20 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (593, 22) for path existence...
2020-06-30 04:24:20 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (474, 22) for path existence...
2020-06-30 04:24:20 [DEBUG]: tt.jointeuclid2ni.probleminstance.generator.TriangulationGenerator - checking dock (355, 22) for path existence...
